0,0,0,0,1,2,0,1,0,0,0,0.0,0.0,3.3723358040859287E-4,1
1,0,0,0,0,2,405,1,394,0,400,0.1464074676990154,-0.1464074676990154,3.3723358040859287E-4
2,0,0,1,2,2,405,1,394,0,400,0.1464074676990154,-0.06220746769901551,3.3723358040859287E-4
3,0,0,1,1,2,405,1,394,0,400,0.1464074676990154,-0.1464074676990154,3.3723358040859287E-4
4,0,0,1,1,2,405,1,394,0,400,0.1464074676990154,-0.1464074676990154,3.3723358040859287E-4
5,0,0,0,0,2,405,1,394,0,400,0.1464074676990154,-0.1464074676990154,3.3723358040859287E-4
6,1,1,1,2,2,405,1,394,0,400,0.1464074676990154,-0.06220746769901551,3.3723358040859287E-4
7,0,0,1,2,2,405,1,394,0,400,0.1464074676990154,-0.06220746769901551,3.3723358040859287E-4
8,0,0,1,2,2,405,1,394,0,400,0.1464074676990154,-0.06220746769901551,3.3723358040859287E-4
9,0,0,0,0,2,405,1,394,0,400,0.1464074676990154,-0.1464074676990154,3.3723358040859287E-4
10,2,3,0,0,2,405,1,394,0,400,0.1464074676990154,-0.14556646769901538,3.3723358040859287E-4
11,3,4,0,0,2,405,1,394,0,400,0.1464074676990154,-0.14556646769901538,3.3723358040859287E-4
12,3,4,0,0,2,405,1,394,0,400,0.1464074676990154,-0.14556646769901538,3.3723358040859287E-4
13,0,0,0,0,2,405,1,394,0,400,0.1464074676990154,-0.1464074676990154,3.3723358040859287E-4
